accession	record_class	length_bp	n_ambiguous	strand_vs_reference	n_anchor_chains	ref_span_start	ref_span_end	genes_covered	n_guides_scored
AJ626533.1	subgenomic	1215	1	+	4	139789	140959		0
AJ626534.1	subgenomic	1194	0	+	3	139789	140960		0
AJ626535.1	subgenomic	1152	0	+	1	139789	140958		0
AJ626536.1	subgenomic	1215	0	+	4	139789	140959		0
AJ626537.1	subgenomic	1173	0	+	2	139789	140961		0
AJ626538.1	subgenomic	1194	0	+	3	139789	140960		0
AJ626539.1	subgenomic	1215	0	+	4	139789	140959		0
AJ626540.1	subgenomic	1236	0	+	5	139789	140958		0
AJ626541.1	subgenomic	1152	0	+	1	139789	140958		0
AJ626542.1	subgenomic	1173	0	+	1	139789	140961		0
AJ626543.1	subgenomic	1194	0	+	2	139789	140960		0
AJ626544.1	subgenomic	1152	0	+	1	139789	140958		0
AJ626545.1	subgenomic	1236	0	+	3	139789	140958		0
AJ626546.1	subgenomic	1194	0	+	2	139789	140960		0
AJ626547.1	subgenomic	1173	0	+	1	139789	140961		0
AJ626548.1	subgenomic	1194	0	+	3	139789	140960		0
AJ626549.1	subgenomic	1215	0	+	4	139789	140959		0
AJ626550.1	subgenomic	1173	0	+	2	139789	140961		0
AJ626551.1	subgenomic	1214	0	+	4	139790	140960		0
AJ626552.1	subgenomic	1194	0	+	3	139801	140960		0
AJ626553.1	subgenomic	1215	0	+	4	139789	140959		0
AJ626554.1	subgenomic	1152	0	+	1	139789	140958		0
AJ626555.1	subgenomic	1173	0	+	2	139789	140961		0
AJ626556.1	subgenomic	1278	0	+	6	139789	140960		0
AY114170.2	subgenomic	231	0	+	1	65270	65474	UL30	37
AY120884.1	subgenomic	675	0	+	1	9338	9998		0
AY155225.1	subgenomic	1185	0	+	1	138423	139607		0
AY240232.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240233.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240234.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240235.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240236.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240237.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240238.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240239.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240240.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240241.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240242.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240243.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240244.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240245.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240246.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240247.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240248.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240249.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240250.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240251.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240252.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240253.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240254.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240255.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240256.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240257.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240258.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240259.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240260.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240261.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240262.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240263.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240264.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240265.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240266.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240267.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240268.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240269.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240270.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240271.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240272.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240273.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240274.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240275.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240276.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240277.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240278.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240279.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240280.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240281.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240282.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240283.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240284.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240285.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240286.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240287.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240288.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240289.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240290.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240291.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240292.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240293.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240294.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240295.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240296.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240297.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240298.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240299.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240300.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240301.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240302.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240303.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240304.1	subgenomic	1920	34	+	1	11524	13444	UL5	173
AY240305.1	subgenomic	1924	19	+	1	11524	13444	UL5	173
AY240306.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240307.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240308.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240309.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240310.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240311.1	subgenomic	1920	34	+	1	11524	13444	UL5	173
AY240312.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240313.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240314.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240315.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240316.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240317.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240318.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240319.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240320.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240321.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240322.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240323.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240324.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240325.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240326.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240327.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240328.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240329.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240330.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240331.1	subgenomic	1924	34	+	1	11524	13428	UL5	169
AY240332.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240333.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240334.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240335.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240336.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240337.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240338.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240339.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240340.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240341.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240342.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240343.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240344.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240345.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240346.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240347.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240348.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240349.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240350.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240351.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240352.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240353.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240354.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240355.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240356.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240357.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240358.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240359.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240360.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240361.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240362.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240363.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240364.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240365.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240366.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240367.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240368.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240369.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240370.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240371.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240372.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240373.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240374.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240375.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240376.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240377.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240378.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240379.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240380.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240381.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240382.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240383.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240384.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240385.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240386.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240387.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240388.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240389.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240390.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240391.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240392.1	subgenomic	1924	34	+	1	11524	13440	UL5	169
AY240393.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240394.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240395.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240396.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240397.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240398.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240399.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240400.1	subgenomic	1924	34	+	1	11524	13440	UL5	169
AY240401.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240402.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240403.1	subgenomic	1924	34	+	1	11524	13440	UL5	169
AY240404.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240405.1	subgenomic	1923	34	+	1	11524	13445	UL5	173
AY240406.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240407.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240408.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240409.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240410.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240411.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240412.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240413.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240414.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240415.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240416.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240417.1	subgenomic	1924	34	+	1	11524	13444	UL5	167
AY240418.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240419.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240420.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240421.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240422.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240423.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240424.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240425.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240426.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240427.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240428.1	subgenomic	1924	34	+	1	11536	13444	UL5	173
AY240429.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240430.1	subgenomic	1924	34	+	1	11536	13444	UL5	173
AY240431.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240432.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240433.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240434.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240435.1	subgenomic	1924	34	+	1	11524	13444	UL5	173
AY240436.1	subgenomic	2081	0	+	1	90024	92104		0
AY240437.1	subgenomic	2081	0	+	1	90024	92104		0
AY240438.1	subgenomic	2081	0	+	1	90024	92104		0
AY240439.1	subgenomic	2081	0	+	1	90024	92104		0
AY240440.1	subgenomic	2081	0	+	1	90024	92104		0
AY240441.1	subgenomic	2081	0	+	1	90024	92104		0
AY240442.1	subgenomic	2081	0	+	1	90024	92104		0
AY240443.1	subgenomic	2081	0	+	1	90024	92104		0
AY240444.1	subgenomic	2081	0	+	1	90024	92104		0
AY240445.1	subgenomic	2081	0	+	1	90024	92104		0
AY240446.1	subgenomic	2081	0	+	1	90024	92104		0
AY240447.1	subgenomic	2081	0	+	1	90024	92104		0
AY240448.1	subgenomic	2081	0	+	1	90024	92104		0
AY240449.1	subgenomic	2081	0	+	1	90024	92104		0
AY240450.1	subgenomic	2081	0	+	1	90024	92104		0
AY240451.1	subgenomic	2081	0	+	1	90024	92104		0
AY240452.1	subgenomic	2081	0	+	1	90024	92104		0
AY240453.1	subgenomic	2081	0	+	1	90024	92104		0
AY240454.1	subgenomic	2081	0	+	1	90024	92104		0
AY240455.1	subgenomic	2081	0	+	1	90024	92104		0
AY240456.1	subgenomic	2081	0	+	1	90024	92104		0
AY240457.1	subgenomic	2081	0	+	1	90024	92104		0
AY240458.1	subgenomic	2078	0	+	1	90024	92103		0
AY240459.1	subgenomic	2078	0	+	1	90024	92103		0
AY240460.1	subgenomic	2081	0	+	1	90024	92104		0
AY240461.1	subgenomic	2081	0	+	1	90024	92104		0
AY240462.1	subgenomic	2081	0	+	1	90024	92104		0
AY240463.1	subgenomic	2081	0	+	1	90024	92104		0
AY240464.1	subgenomic	2081	0	+	1	90024	92104		0
AY240465.1	subgenomic	2081	0	+	1	90024	92104		0
AY240466.1	subgenomic	2081	0	+	1	90024	92104		0
AY240467.1	subgenomic	2078	0	+	1	90024	92103		0
AY240468.1	subgenomic	2078	0	+	1	90024	92103		0
AY240469.1	subgenomic	2081	0	+	1	90024	92104		0
AY240470.1	subgenomic	2078	0	+	1	90024	92103		0
AY240471.1	subgenomic	2081	0	+	1	90024	92104		0
AY240472.1	subgenomic	2081	0	+	1	90024	92104		0
AY240473.1	subgenomic	2081	0	+	1	90024	92104		0
AY240474.1	subgenomic	2081	0	+	1	90024	92104		0
AY240475.1	subgenomic	2081	0	+	1	90024	92104		0
AY240476.1	subgenomic	2078	0	+	1	90024	92103		0
AY240477.1	subgenomic	2081	0	+	1	90024	92104		0
AY240478.1	subgenomic	2081	0	+	1	90024	92104		0
AY240479.1	subgenomic	2081	0	+	1	90024	92104		0
AY240480.1	subgenomic	2081	0	+	1	90024	92104		0
AY240481.1	subgenomic	2081	0	+	1	90024	92104		0
AY240482.1	subgenomic	2081	0	+	1	90040	92104		0
AY240483.1	subgenomic	2081	0	+	1	90024	92104		0
AY240484.1	subgenomic	2081	0	+	1	90024	92104		0
AY240485.1	subgenomic	2081	0	+	1	90024	92104		0
AY240486.1	subgenomic	2081	0	+	1	90024	92104		0
AY240487.1	subgenomic	2081	0	+	1	90024	92104		0
AY240488.1	subgenomic	2081	0	+	1	90024	92104		0
AY240489.1	subgenomic	2078	0	+	1	90024	92103		0
AY240490.1	subgenomic	2081	0	+	1	90024	92104		0
AY240491.1	subgenomic	2081	0	+	1	90024	92104		0
AY240492.1	subgenomic	2081	0	+	1	90024	92104		0
AY240493.1	subgenomic	2081	0	+	1	90024	92104		0
AY240494.1	subgenomic	2081	0	+	1	90024	92104		0
AY240495.1	subgenomic	2081	0	+	1	90024	92104		0
AY240496.1	subgenomic	2081	0	+	1	90024	92104		0
AY240497.1	subgenomic	2081	0	+	1	90024	92104		0
AY240498.1	subgenomic	2081	0	+	1	90024	92104		0
AY240499.1	subgenomic	2081	0	+	1	90024	92104		0
AY240500.1	subgenomic	2081	0	+	1	90024	92104		0
AY240501.1	subgenomic	2081	0	+	1	90024	92104		0
AY240502.1	subgenomic	2081	0	+	1	90024	92104		0
AY240503.1	subgenomic	2081	0	+	1	90024	92104		0
AY240504.1	subgenomic	2081	0	+	1	90024	92104		0
AY240505.1	subgenomic	2081	0	+	1	90024	92104		0
AY240506.1	subgenomic	2081	0	+	1	90024	92104		0
AY240507.1	subgenomic	2081	0	+	1	90024	92104		0
AY240508.1	subgenomic	2081	0	+	1	90024	92104		0
AY240509.1	subgenomic	2081	0	+	1	90024	92104		0
AY240510.1	subgenomic	2081	0	+	1	90024	92104		0
AY240511.1	subgenomic	2081	0	+	1	90024	92104		0
AY240512.1	subgenomic	2081	0	+	1	90024	92104		0
AY240513.1	subgenomic	2081	0	+	1	90024	92104		0
AY240514.1	subgenomic	2081	0	+	1	90024	92104		0
AY240515.1	subgenomic	2081	0	+	1	90024	92104		0
AY240516.1	subgenomic	2081	0	+	1	90024	92104		0
AY240517.1	subgenomic	2081	0	+	1	90024	92104		0
AY240518.1	subgenomic	2081	0	+	1	90024	92104		0
AY240519.1	subgenomic	2081	0	+	1	90024	92104		0
AY240520.1	subgenomic	2081	0	+	1	90024	92104		0
AY240521.1	subgenomic	2081	0	+	1	90024	92104		0
AY240522.1	subgenomic	2081	0	+	1	90024	92104		0
AY240523.1	subgenomic	2081	0	+	1	90024	92104		0
AY240524.1	subgenomic	2081	0	+	1	90024	92104		0
AY240525.1	subgenomic	2078	0	+	1	90024	92103		0
AY240526.1	subgenomic	2081	0	+	1	90024	92104		0
AY240527.1	subgenomic	2081	0	+	1	90024	92104		0
AY240528.1	subgenomic	2081	0	+	1	90024	92104		0
AY240529.1	subgenomic	2081	0	+	1	90024	92104		0
AY240530.1	subgenomic	2081	0	+	1	90024	92104		0
AY240531.1	subgenomic	2081	0	+	1	90024	92104		0
AY240532.1	subgenomic	2081	0	+	1	90024	92104		0
AY240533.1	subgenomic	2081	0	+	1	90024	92104		0
AY240534.1	subgenomic	2081	0	+	1	90024	92104		0
AY240535.1	subgenomic	2072	0	+	1	90024	92101		0
AY240536.1	subgenomic	2081	0	+	1	90024	92104		0
AY240537.1	subgenomic	2081	0	+	1	90024	92104		0
AY240538.1	subgenomic	2078	0	+	1	90024	92103		0
AY240539.1	subgenomic	2081	0	+	1	90024	92104		0
AY240540.1	subgenomic	2081	0	+	1	90024	92104		0
AY240541.1	subgenomic	2081	0	+	1	90024	92104		0
AY240542.1	subgenomic	2081	0	+	1	90024	92104		0
AY240543.1	subgenomic	2081	0	+	1	90024	92104		0
AY240544.1	subgenomic	2081	0	+	1	90024	92104		0
AY240545.1	subgenomic	2081	0	+	1	90024	92104		0
AY240546.1	subgenomic	2081	0	+	1	90024	92104		0
AY240547.1	subgenomic	2081	0	+	1	90024	92104		0
AY240548.1	subgenomic	2081	0	+	1	90024	92104		0
AY240549.1	subgenomic	2081	0	+	1	90024	92104		0
AY240550.1	subgenomic	2081	0	+	1	90024	92104		0
AY240551.1	subgenomic	2081	0	+	1	90024	92104		0
AY240552.1	subgenomic	2081	0	+	1	90024	92104		0
AY240553.1	subgenomic	2081	0	+	1	90024	92104		0
AY240554.1	subgenomic	2081	0	+	1	90024	92104		0
AY240555.1	subgenomic	2081	0	+	1	90024	92104		0
AY240556.1	subgenomic	2081	0	+	1	90024	92104		0
AY240557.1	subgenomic	2081	0	+	1	90024	92104		0
AY240558.1	subgenomic	2081	0	+	1	90024	92104		0
AY240559.1	subgenomic	2081	0	+	1	90024	92104		0
AY240560.1	subgenomic	2081	0	+	1	90024	92104		0
AY240561.1	subgenomic	2081	0	+	1	90024	92104		0
AY240562.1	subgenomic	2081	0	+	1	90024	92104		0
AY240563.1	subgenomic	2081	0	+	1	90024	92104		0
AY240564.1	subgenomic	2081	0	+	1	90024	92104		0
AY240565.1	subgenomic	2081	0	+	1	90024	92104		0
AY240566.1	subgenomic	2081	0	+	1	90024	92104		0
AY240567.1	subgenomic	2081	0	+	1	90024	92104		0
AY240568.1	subgenomic	2081	0	+	1	90024	92104		0
AY240569.1	subgenomic	2081	0	+	1	90024	92104		0
AY240570.1	subgenomic	2081	0	+	1	90024	92104		0
AY240571.1	subgenomic	2081	0	+	1	90024	92104		0
AY240572.1	subgenomic	2081	0	+	1	90024	92104		0
AY240573.1	subgenomic	2081	0	+	1	90024	92104		0
AY240574.1	subgenomic	2081	0	+	1	90024	92104		0
AY240575.1	subgenomic	2081	0	+	1	90024	92104		0
AY240576.1	subgenomic	2081	0	+	1	90024	92104		0
AY240577.1	subgenomic	2081	0	+	1	90024	92104		0
AY240578.1	subgenomic	2081	0	+	1	90024	92104		0
AY240579.1	subgenomic	2078	0	+	1	90024	92103		0
AY240580.1	subgenomic	2081	0	+	1	90024	92104		0
AY240581.1	subgenomic	2081	0	+	1	90024	92104		0
AY240582.1	subgenomic	2081	0	+	1	90024	92104		0
AY240583.1	subgenomic	2081	0	+	1	90024	92104		0
AY240584.1	subgenomic	2081	0	+	1	90024	92104		0
AY240585.1	subgenomic	2081	0	+	1	90024	92104		0
AY240586.1	subgenomic	2081	0	+	1	90024	92104		0
AY240587.1	subgenomic	2081	0	+	1	90024	92104		0
AY240588.1	subgenomic	2081	0	+	1	90024	92104		0
AY240589.1	subgenomic	2081	0	+	1	90024	92104		0
AY240590.1	subgenomic	2081	0	+	1	90024	92104		0
AY240591.1	subgenomic	2081	0	+	1	90024	92104		0
AY240592.1	subgenomic	2081	0	+	1	90024	92104		0
AY240593.1	subgenomic	2081	0	+	1	90024	92104		0
AY240594.1	subgenomic	2081	0	+	1	90024	92104		0
AY240595.1	subgenomic	2081	0	+	1	90024	92104		0
AY240596.1	subgenomic	2081	0	+	1	90024	92104		0
AY240597.1	subgenomic	2081	0	+	1	90024	92104		0
AY240598.1	subgenomic	2081	0	+	1	90024	92104		0
AY240599.1	subgenomic	2081	0	+	1	90024	92104		0
AY240600.1	subgenomic	2081	0	+	1	90024	92104		0
AY240601.1	subgenomic	2081	0	+	1	90024	92104		0
AY240602.1	subgenomic	2081	0	+	1	90024	92104		0
AY240603.1	subgenomic	2081	0	+	1	90024	92104		0
AY240604.1	subgenomic	2081	0	+	1	90024	92104		0
AY240605.1	subgenomic	2081	0	+	1	90024	92104		0
AY240606.1	subgenomic	2080	0	+	1	90024	92101		0
AY240607.1	subgenomic	2081	0	+	1	90024	92104		0
AY240608.1	subgenomic	2081	0	+	1	90024	92104		0
AY240609.1	subgenomic	2081	0	+	1	90024	92104		0
AY240610.1	subgenomic	2081	0	+	1	90024	92104		0
AY240611.1	subgenomic	2081	0	+	1	90024	92104		0
AY240612.1	subgenomic	2081	0	+	1	90024	92104		0
AY240613.1	subgenomic	2081	0	+	1	90024	92104		0
AY240614.1	subgenomic	2081	0	+	1	90024	92104		0
AY240615.1	subgenomic	2081	0	+	1	90024	92104		0
AY240616.1	subgenomic	2081	0	+	1	90024	92104		0
AY240617.1	subgenomic	2081	0	+	1	90024	92104		0
AY240618.1	subgenomic	2081	0	+	1	90024	92104		0
AY240619.1	subgenomic	2081	0	+	1	90024	92104		0
AY240620.1	subgenomic	2081	0	+	1	90024	92104		0
AY240621.1	subgenomic	2081	0	+	1	90024	92104		0
AY240622.1	subgenomic	2081	0	+	1	90024	92104		0
AY240623.1	subgenomic	2081	0	+	1	90024	92104		0
AY240624.1	subgenomic	2081	0	+	1	90024	92104		0
AY240625.1	subgenomic	2081	0	+	1	90024	92104		0
AY240626.1	subgenomic	2081	0	+	1	90024	92104		0
AY240627.1	subgenomic	2081	0	+	1	90024	92104		0
AY240628.1	subgenomic	2081	0	+	1	90024	92104		0
AY240629.1	subgenomic	2081	0	+	1	90024	92104		0
AY240630.1	subgenomic	2081	0	+	1	90024	92104		0
AY240631.1	subgenomic	2081	0	+	1	90024	92104		0
AY240632.1	subgenomic	2081	0	+	1	90024	92104		0
AY240633.1	subgenomic	2081	0	+	1	90024	92104		0
AY240634.1	subgenomic	2081	0	+	1	90024	92104		0
AY240635.1	subgenomic	2081	0	+	1	90024	92104		0
AY240636.1	subgenomic	2081	0	+	1	90024	92104		0
AY240637.1	subgenomic	2081	0	+	1	90024	92104		0
AY240638.1	subgenomic	2081	0	+	1	90024	92104		0
AY240639.1	subgenomic	2081	0	+	1	90024	92104		0
AY240640.1	subgenomic	2081	0	+	1	90024	92104		0
